A
ABLE
ABOUT
ACROSS
AFTER
ALL
ALMOST
ALSO
AM
AMONG
AN
AND
ANY
ARE
AS
AT
BE
BECAUSE
BEEN
BUT
BY
CAN
CANNOT
COULD
DEAR
DID
DO
DOES
EITHER
ELSE
EVER
EVERY
FOR
FROM
GET
GOT
HAD
HAS
HAVE
HE
HER
HERS
HIM
HIS
HOW
HOWEVER
I
IF
IN
INTO
IS
IT
ITS
JUST
LEAST
LET
LIKE
LIKELY
MAY
ME
MIGHT
MOST
MUST
MY
NEITHER
NO
NOR
NOT
OF
OFF
OFTEN
ON
ONLY
OR
OTHER
OUR
OWN
RATHER
SAID
SAY
SAYS
SHE
SHOULD
SINCE
SO
SOME
THAN
THAT
THE
THEIR
THEM
THEN
THERE
THESE
THEY
THIS
TIS
TO
TOO
TWAS
US
WANTS
WAS
WE
WERE
WHAT
WHEN
WHERE
WHICH
WHILE
WHO
WHOM
WHY
WILL
WITH
WOULD
YET
YOU
YOUR
ÉL
ÉSTA
ÉSTAS
ÉSTE
ÉSTOS
ÚLTIMA
ÚLTIMAS
ÚLTIMO
ÚLTIMOS
A
AÚN
ACTUALMENTE
ADELANTE
ADEMÁS
AFIRMÓ
AGREGÓ
AHÍ
AHORA
AL
ALGÚN
ALGO
ALGUNA
ALGUNAS
ALGUNO
ALGUNOS
ALREDEDOR
AMBOS
ANTE
ANTERIOR
ANTES
APENAS
APROXIMADAMENTE
AQUÍ
ASÍ
ASEGURÓ
AUNQUE
AYER
BAJO
BIEN
BUEN
BUENA
BUENAS
BUENO
BUENOS
CÓMO
CADA
CASI
CERCA
CIERTO
CINCO
COMENTÓ
COMO
CON
CONOCER
CONSIDERÓ
CONSIDERA
CONTRA
COSAS
CREO
CUAL
CUALES
CUALQUIER
CUANDO
CUANTO
CUATRO
CUENTA
DA
DADO
DAN
DAR
DE
DEBE
DEBEN
DEBIDO
DECIR
DEJÓ
DEL
DEMÁS
DENTRO
DESDE
DESPUÉS
DICE
DICEN
DICHO
DIERON
DIFERENTE
DIFERENTES
DIJERON
DIJO
DIO
DONDE
DOS
DURANTE
E
EJEMPLO
EL
ELLA
ELLAS
ELLO
ELLOS
EMBARGO
EN
ENCUENTRA
ENTONCES
ENTRE
ERA
ERAN
ES
ESA
ESAS
ESE
ESO
ESOS
ESTÁ
ESTÁN
ESTA
ESTABA
ESTABAN
ESTAMOS
ESTAR
ESTARÁ
ESTAS
ESTE
ESTO
ESTOS
ESTOY
ESTUVO
EX
EXISTE
EXISTEN
EXPLICÓ
EXPRESÓ
FIN
FUE
FUERA
FUERON
GRAN
GRANDES
HA
HABÍA
HABÍAN
HABER
HABRÁ
HACE
HACEN
HACER
HACERLO
HACIA
HACIENDO
HAN
HASTA
HAY
HAYA
HE
HECHO
HEMOS
HICIERON
HIZO
HOY
HUBO
IGUAL
INCLUSO
INDICÓ
INFORMÓ
JUNTO
LA
LADO
LAS
LE
LES
LLEGÓ
LLEVA
LLEVAR
LO
LOS
LUEGO
LUGAR
MÁS
MANERA
MANIFESTÓ
MAYOR
ME
MEDIANTE
MEJOR
MENCIONÓ
MENOS
MI
MIENTRAS
MISMA
MISMAS
MISMO
MISMOS
MOMENTO
MUCHA
MUCHAS
MUCHO
MUCHOS
MUY
NADA
NADIE
NI
NINGÚN
NINGUNA
NINGUNAS
NINGUNO
NINGUNOS
NO
NOS
NOSOTRAS
NOSOTROS
NUESTRA
NUESTRAS
NUESTRO
NUESTROS
NUEVA
NUEVAS
NUEVO
NUEVOS
NUNCA
O
OCHO
OTRA
OTRAS
OTRO
OTROS
PARA
PARECE
PARTE
PARTIR
PASADA
PASADO
PERO
PESAR
POCA
POCAS
POCO
POCOS
PODEMOS
PODRÁ
PODRÁN
PODRÍA
PODRÍAN
PONER
POR
PORQUE
POSIBLE
PRÓXIMO
PRÓXIMOS
PRIMER
PRIMERA
PRIMERO
PRIMEROS
PRINCIPALMENTE
PROPIA
PROPIAS
PROPIO
PROPIOS
PUDO
PUEDA
PUEDE
PUEDEN
PUES
QUÉ
QUE
QUEDÓ
QUEREMOS
QUIÉN
QUIEN
QUIENES
QUIERE
REALIZÓ
REALIZADO
REALIZAR
RESPECTO
SÍ
SÓLO
SE
SEÑALÓ
SEA
SEAN
SEGÚN
SEGUNDA
SEGUNDO
SEIS
SER
SERÁ
SERÁN
SERÍA
SI
SIDO
SIEMPRE
SIENDO
SIETE
SIGUE
SIGUIENTE
SIN
SINO
SOBRE
SOLA
SOLAMENTE
SOLAS
SOLO
SOLOS
SON
SU
SUS
TAL
TAMBIÉN
TAMPOCO
TAN
TANTO
TENÍA
TENDRÁ
TENDRÁN
TENEMOS
TENER
TENGA
TENGO
TENIDO
TERCERA
TIENE
TIENEN
TODA
TODAS
TODAVÍA
TODO
TODOS
TOTAL
TRAS
TRATA
TRAVÉS
TRES
TUVO
UN
UNA
UNAS
UNO
UNOS
USTED
VA
VAMOS
VAN
VARIAS
VARIOS
VECES
VER
VEZ
Y
YA
YO
